"","COM","PTOT"
"30064","Boissy-le-Chatel-77",3224
"30065","Boitron-77",370
"30066","Bombon-77",973
"30067","Bougligny-77",730
"30068","Boulancourt-77",351
"30069","Bouleurs-77",1677
"30070","Bourron-Marlotte-77",2844
"30071","Boutigny-77",868
"30072","Bransles-77",563
"30073","Bray-sur-Seine-77",2294
"30074","Breau-77",341
"30075","Brie-Comte-Robert-77",18550
"30076","LaBrosse-Montceaux-77",766
"30077","Brou-sur-Chantereine-77",4449
"30078","Burcy-77",155
"30079","Bussieres-77",524
"30080","Bussy-Saint-Georges-77",27155
"30081","Bussy-Saint-Martin-77",671
"30082","Buthiers-77",742
"30083","Cannes-Ecluse-77",2507
"30084","Carnetin-77",465
"30085","LaCelle-sur-Morin-77",1299
"30086","Cely-77",1233
"30087","Cerneux-77",333
"30088","Cesson-77",10767
"30089","Cessoy-en-Montois-77",219
"30090","Chailly-en-Biere-77",2096
"30091","Chailly-en-Brie-77",1542
"30092","Chaintreaux-77",899
"30093","Chalautre-la-Grande-77",702
"30094","Chalautre-la-Petite-77",582
"30095","Chalifert-77",1296
"30096","Chalmaison-77",808
"30097","Chambry-77",998
"30098","Chamigny-77",1382
"30099","Champagne-sur-Seine-77",6433
"30100","Champcenest-77",203
"30101","Champdeuil-77",735
"30102","Champeaux-77",832
"30103","Champs-sur-Marne-77",25763
"30104","Changis-sur-Marne-77",1331
"30105","Chanteloup-en-Brie-77",4016
"30106","LaChapelle-Gauthier-77",1452
"30107","LaChapelle-Iger-77",170
"30108","LaChapelle-la-Reine-77",2430
"30109","LaChapelle-Moutils-77",446
"30110","LaChapelle-Rablais-77",934
"30111","LaChapelle-Saint-Sulpice-77",246
"30112","LesChapelles-Bourbon-77",476
"30113","Charmentray-77",294
"30114","Charny-77",1363
"30115","Chartrettes-77",2600
"30116","Chartronges-77",297
"30117","Chateau-Landon-77",3001
"30118","Chateaubleau-77",363
"30119","LeChatelet-en-Brie-77",4463
"30120","Chatenay-sur-Seine-77",1057
"30121","Chatenoy-77",166
"30122","Chatillon-la-Borde-77",219
"30123","Chatres-77",696
"30124","Chauconin-Neufmontiers-77",3449
"30125","Chauffry-77",1040
"30126","Chaumes-en-Brie-77",3330
"30127","Chelles-77",55441
"30128","Chenoise-Cucharmoy-77",1659
"30129","Chenou-77",328
"30130","Chessy-77",6020
"30131","Chevrainvilliers-77",254
"30132","Chevru-77",1116
"30133","Chevry-Cossigny-77",3979
"30134","Chevry-en-Sereine-77",535
"30135","Choisy-en-Brie-77",1338
"30136","Citry-77",946
"30137","Claye-Souilly-77",12400
"30138","Clos-Fontaine-77",258
"30139","Cocherel-77",634
"30140","Collegien-77",3423
"30141","Combs-la-Ville-77",21967
"30142","Compans-77",813
"30143","Conches-sur-Gondoire-77",1784
"30144","Conde-Sainte-Libiaire-77",1442
"30145","Congis-sur-Therouanne-77",1955
"30146","Coubert-77",1894
"30147","Couilly-Pont-aux-Dames-77",2154
"30148","Coulombs-en-Valois-77",574
"30149","Coulommes-77",463
"30150","Coulommiers-77",15000
"30151","Coupvray-77",2888
"30152","Courcelles-en-Bassee-77",204
"30153","Courchamp-77",150
"30154","Courpalay-77",1319
"30155","Courquetaine-77",199
"30156","Courtacon-77",245
"30157","Courtomer-77",542
"30158","Courtry-77",6707
"30159","Coutençon-77",293
"30160","Coutevroult-77",1149
"30161","Crecy-la-Chapelle-77",4735
"30162","Cregy-les-Meaux-77",5196
"30163","Crevecœur-en-Brie-77",418
"30164","Crisenoy-77",652
"30165","Croissy-Beaubourg-77",2028
"30166","LaCroix-en-Brie-77",677
"30167","Crouy-sur-Ourcq-77",1893
"30168","Cuisy-77",449
"30169","Dagny-77",289
"30170","Dammarie-les-Lys-77",22320
"30171","Dammartin-en-Goele-77",10283
"30172","Dammartin-sur-Tigeaux-77",1116
"30173","Dampmart-77",3440
"30174","Darvault-77",904
"30175","Dhuisy-77",311
"30176","Diant-77",200
"30177","Donnemarie-Dontilly-77",2838
"30178","Dormelles-77",823
"30179","Doue-77",1053
"30180","Douy-la-Ramee-77",352
"30181","Echouboulains-77",563
"30182","LesEcrennes-77",611
"30183","Egligny-77",333
"30184","Egreville-77",2186
"30185","Emerainville-77",7720
"30186","Esbly-77",6385
"30187","Esmans-77",902
"30188","Etrepilly-77",871
"30189","Everly-77",597
"30190","Evry-Gregy-sur-Yerre-77",2971
"30191","Faremoutiers-77",2912
"30192","Favieres-77",1138
"30193","Faÿ-les-Nemours-77",502
"30194","Fericy-77",601
"30195","Ferolles-Attilly-77",1287
"30196","Ferrieres-en-Brie-77",3516
"30197","LaFerte-Gaucher-77",4950
"30198","LaFerte-sous-Jouarre-77",9671
"30199","Flagy-77",645
"30200","Fleury-en-Biere-77",669
"30201","Fontaine-Fourches-77",598
"30202","Fontaine-le-Port-77",1028
"30203","Fontainebleau-77",15862
"30204","Fontains-77",260
"30205","Fontenailles-77",1071
"30206","Fontenay-Tresigny-77",5735
"30207","Forfry-77",227
"30208","Forges-77",425
"30209","Fouju-77",583
"30210","Fresnes-sur-Marne-77",934
"30211","Fretoy-77",170
"30212","Fromont-77",246
"30213","Fublaines-77",1397
"30214","Garentreville-77",118
"30215","Gastins-77",686
"30216","LaGenevraye-77",802
"30217","Germigny-l'Eveque-77",1337
"30218","Germigny-sous-Coulombs-77",213
"30219","Gesvres-le-Chapitre-77",150
"30220","Giremoutiers-77",183
"30221","Gironville-77",158
"30222","Gouaix-77",1469
"30223","Gouvernes-77",1205
"30224","LaGrande-Paroisse-77",2844
"30225","Grandpuits-Bailly-Carrois-77",1034
"30226","Gravon-77",167
"30227","Gressy-77",834
"30228","Gretz-Armainvilliers-77",8636
"30229","Grez-sur-Loing-77",1448
"30230","Grisy-Suisnes-77",2535
"30231","Grisy-sur-Seine-77",111
"30232","Guerard-77",2583
"30233","Guercheville-77",273
"30234","Guermantes-77",1175
"30235","Guignes-77",4282
"30236","Gurcy-le-Chatel-77",574
"30237","LaHaute-Maison-77",316
"30238","Hautefeuille-77",258
"30239","Hericy-77",2675
"30240","Herme-77",650
"30241","Hondevilliers-77",258
"30242","LaHoussaye-en-Brie-77",1651
"30243","Ichy-77",165
"30244","Isles-les-Meldeuses-77",815
"30245","Isles-les-Villenoy-77",1098
"30246","Iverny-77",589
"30247","Jablines-77",698
"30248","Jaignes-77",316
"30249","Jaulnes-77",357
"30250","Jossigny-77",680
"30251","Jouarre-77",4391
"30252","Jouy-le-Chatel-77",1524
"30253","Jouy-sur-Morin-77",2157
"30254","Juilly-77",2004
"30255","Jutigny-77",549
"30256","Lagny-sur-Marne-77",21580
"30257","Larchant-77",728
"30258","Laval-en-Brie-77",433
"30259","Lechelle-77",607
"30260","Lescherolles-77",464
"30261","Lesches-77",766
"30262","Lesigny-77",7275
"30263","Leudon-en-Brie-77",170
"30264","Lieusaint-77",13502
"30265","Limoges-Fourches-77",514
"30266","Lissy-77",260
"30267","Liverdy-en-Brie-77",1322
"30268","Livry-sur-Seine-77",2115
"30269","Lizines-77",187
"30270","Lizy-sur-Ourcq-77",3556
"30271","Lognes-77",14333
"30272","Longperrier-77",2355
"30273","Longueville-77",1810
"30274","Lorrez-le-Bocage-Preaux-77",1219
"30275","Louan-Villegruis-Fontaine-77",502
"30276","Luisetaines-77",247
"30277","Lumigny-Nesles-Ormeaux-77",1544
"30278","Luzancy-77",1160
"30279","Machault-77",793
"30280","LaMadeleine-sur-Loing-77",360
"30281","Magny-le-Hongre-77",9022
"30282","Maincy-77",1853
"30283","Maison-Rouge-77",878
"30284","Maisoncelles-en-Brie-77",928
"30285","Maisoncelles-en-Gatinais-77",135
"30286","Marchemoret-77",572
"30287","Marcilly-77",459
"30288","LesMarets-77",153
"30289","Mareuil-les-Meaux-77",3195
"30290","Marles-en-Brie-77",1752
"30291","Marolles-en-Brie-77",412
"30292","Marolles-sur-Seine-77",1816
"30293","Mary-sur-Marne-77",1143
"30294","Mauperthuis-77",483
"30295","Mauregard-77",361
"30296","May-en-Multien-77",930
"30297","Meaux-77",55893
"30298","LeMee-sur-Seine-77",21208
"30299","Meigneux-77",235
"30300","Meilleray-77",510
"30301","Melun-77",40249
"30302","Melz-sur-Seine-77",352
"30303","Mery-sur-Marne-77",726
"30304","LeMesnil-Amelot-77",1048
"30305","Messy-77",1185
"30306","Misy-sur-Yonne-77",971
"30307","Mitry-Mory-77",20436
"30308","Moisenay-77",1396
"30309","Moissy-Cramayel-77",18018
"30310","Mondreville-77",333
"30311","Mons-en-Montois-77",459
"30312","Montceaux-les-Meaux-77",614
"30313","Montceaux-les-Provins-77",325
"30314","Montcourt-Fromonville-77",2004
"30315","Montdauphin-77",246
"30316","Montenils-77",25
"30317","Montereau-Fault-Yonne-77",20908
"30318","Montereau-sur-le-Jard-77",516
"30319","Montevrain-77",12870
"30320","Montge-en-Goele-77",764
"30321","Monthyon-77",1740
"30322","Montigny-le-Guesdier-77",309
"30323","Montigny-Lencoup-77",1418
"30324","Montigny-sur-Loing-77",2755
"30325","Montmachoux-77",252
"30326","Montolivet-77",239
"30327","Montry-77",3719
"30328","Moret-Loing-et-Orvanne-77",12439
"30329","Mormant-77",4959
"30330","Mortcerf-77",1460
"30331","Mortery-77",150
"30332","Mouroux-77",5615
"30333","Mousseaux-les-Bray-77",678
"30334","Moussy-le-Neuf-77",3134
"30335","Moussy-le-Vieux-77",1465
"30336","Mouy-sur-Seine-77",361
"30337","Nandy-77",6248
"30338","Nangis-77",8860
"30339","Nanteau-sur-Essonne-77",439
"30340","Nanteau-sur-Lunain-77",694
"30341","Nanteuil-les-Meaux-77",6292
"30342","Nanteuil-sur-Marne-77",437
"30343","Nantouillet-77",280
"30344","Nemours-77",13288
"30345","Neufmoutiers-en-Brie-77",1173
"30346","Noisiel-77",15781
"30347","Noisy-Rudignon-77",611
"30348","Noisy-sur-Ecole-77",1887
"30349","Nonville-77",623
"30350","Noyen-sur-Seine-77",388
"30351","Obsonville-77",115
"30352","Ocquerre-77",432
"30353","Oissery-77",2376
"30354","Orly-sur-Morin-77",680
"30355","LesOrmes-sur-Voulzie-77",867
"30356","Ormesson-77",246
"30357","Othis-77",6815
"30358","Ozoir-la-Ferriere-77",20383
"30359","Ozouer-le-Voulgis-77",1934
"30360","Paley-77",430
"30361","Pamfou-77",947
"30362","Paroy-77",164
"30363","Passy-sur-Seine-77",47
"30364","Pecy-77",867
"30365","Penchard-77",1303
"30366","Perthes-77",2010
"30367","Pezarches-77",392
"30368","Pierre-Levee-77",475
"30369","LePin-77",1528
"30370","LePlessis-aux-Bois-77",272
"30371","LePlessis-Feu-Aussoux-77",606
"30372","LePlessis-l'Eveque-77",296
"30373","LePlessis-Placy-77",275
"30374","Poigny-77",534
"30375","Poincy-77",720
"30376","Poligny-77",801
"30377","Pommeuse-77",2974
"30378","Pomponne-77",4145
"30379","Pontault-Combault-77",38076
"30380","Pontcarre-77",2237
"30381","Precy-sur-Marne-77",814
"30382","Presles-en-Brie-77",2342
"30383","Pringy-77",2914
"30384","Provins-77",12293
"30385","Puisieux-77",326
"30386","Quiers-77",672
"30387","Quincy-Voisins-77",5493
"30388","Rampillon-77",835
"30389","Reau-77",1858
"30390","Rebais-77",2314
"30391","Recloses-77",646
"30392","Remauville-77",471
"30393","Reuil-en-Brie-77",837
"30394","LaRochette-77",3853
"30395","Roissy-en-Brie-77",22916
"30396","Rouilly-77",494
"30397","Rouvres-77",916
"30398","Rozay-en-Brie-77",2843
"30399","Rubelles-77",2575
"30400","Rumont-77",126
"30401","Rupereux-77",99
"30402","Saacy-sur-Marne-77",1853
"30403","Sablonnieres-77",729
"30404","Saint-Augustin-77",1769
"30405","Saint-Barthelemy-77",339
"30406","Saint-Brice-77",810
"30407","Saint-Cyr-sur-Morin-77",2004
"30408","Saint-Denis-les-Rebais-77",1013
"30409","Saint-Fargeau-Ponthierry-77",14233
"30410","Saint-Fiacre-77",405
"30411","Saint-Germain-Laval-77",2833
"30412","Saint-Germain-Laxis-77",767
"30413","Saint-Germain-sous-Doue-77",555
"30414","Saint-Germain-sur-Ecole-77",384
"30415","Saint-Germain-sur-Morin-77",3802
"30416","Saint-Hilliers-77",484
"30417","Saint-Jean-les-Deux-Jumeaux-77",1291
"30418","Saint-Just-en-Brie-77",246
"30419","Saint-Leger-77",261
"30420","Saint-Loup-de-Naud-77",890
"30421","Saint-Mammes-77",3493
"30422","Saint-Mard-77",3931
"30423","Saint-Mars-Vieux-Maisons-77",280
"30424","Saint-Martin-des-Champs-77",662
"30425","Saint-Martin-du-Boschet-77",286
"30426","Saint-Martin-en-Biere-77",765
"30427","Saint-Mery-77",352
"30428","Saint-Mesmes-77",617
"30429","Saint-Ouen-en-Brie-77",850
"30430","Saint-Ouen-sur-Morin-77",545
"30431","Saint-Pathus-77",6146
"30432","Saint-Pierre-les-Nemours-77",5533
"30433","Saint-Remy-la-Vanne-77",996
"30434","Saint-Sauveur-les-Bray-77",366
"30435","Saint-Sauveur-sur-Ecole-77",1144
"30436","Saint-Simeon-77",899
"30437","Saint-Soupplets-77",3262
"30438","Saint-Thibault-des-Vignes-77",6474
"30439","Sainte-Aulde-77",675
"30440","Sainte-Colombe-77",1852
"30441","Salins-77",1161
"30442","Sammeron-77",1140
"30443","Samois-sur-Seine-77",2094
"30444","Samoreau-77",2410
"30445","Sancy-77",394
"30446","Sancy-les-Provins-77",319
"30447","Savigny-le-Temple-77",30016
"30448","Savins-77",616
"30449","Seine-Port-77",1918
"30450","Sept-Sorts-77",519
"30451","Serris-77",9324
"30452","Servon-77",3321
"30453","Signy-Signets-77",590
"30454","Sigy-77",61
"30455","Sivry-Courtry-77",1198
"30456","Sognolles-en-Montois-77",390
"30457","Soignolles-en-Brie-77",2012
"30458","Soisy-Bouy-77",836
"30459","Solers-77",1208
"30460","Souppes-sur-Loing-77",5489
"30461","Sourdun-77",1893
"30462","Tancrou-77",357
"30463","Thenisy-77",299
"30464","Thieux-77",894
"30465","Thomery-77",3559
"30466","Thorigny-sur-Marne-77",10378
"30467","Thoury-Ferottes-77",673
"30468","Tigeaux-77",386
"30469","LaTombe-77",216
"30470","Torcy-77",22467
"30471","Touquin-77",1224
"30472","Tournan-en-Brie-77",8727
"30473","Tousson-77",386
"30474","LaTretoire-77",508
"30475","Treuzy-Levelay-77",425
"30476","Trilbardou-77",656
"30477","Trilport-77",5093
"30478","Trocy-en-Multien-77",238
"30479","Ury-77",878
"30480","Ussy-sur-Marne-77",1087
"30481","Vaires-sur-Marne-77",13513
"30482","Valence-en-Brie-77",1024
"30483","Vanville-77",187
"30484","Varennes-sur-Seine-77",3612
"30485","Varreddes-77",2043
"30486","Vaucourtois-77",272
"30487","LeVaudoue-77",743
"30488","Vaudoy-en-Brie-77",908
"30489","Vaux-le-Penil-77",11141
"30490","Vaux-sur-Lunain-77",232
"30491","Vendrest-77",722
"30492","Verdelot-77",678
"30493","Verneuil-l'Etang-77",3244
"30494","Vernou-la-Celle-sur-Seine-77",2699
"30495","Vert-Saint-Denis-77",7953
"30496","Vieux-Champagne-77",194
"30497","Vignely-77",308
"30498","Ville-Saint-Jacques-77",867
"30499","Villebeon-77",482
"30500","Villecerf-77",736
"30501","Villemarechal-77",1122
"30502","Villemareuil-77",400
"30503","Villemer-77",755
"30504","Villenauxe-la-Petite-77",425
"30505","Villeneuve-le-Comte-77",1869
"30506","Villeneuve-les-Bordes-77",618
"30507","Villeneuve-Saint-Denis-77",959
"30508","Villeneuve-sous-Dammartin-77",643
"30509","Villeneuve-sur-Bellot-77",1142
"30510","Villenoy-77",4974
"30511","Villeparisis-77",26566
"30512","Villeroy-77",718
"30513","Villevaude-77",2147
"30514","Villiers-en-Biere-77",213
"30515","Villiers-Saint-Georges-77",1236
"30516","Villiers-sous-Grez-77",671
"30517","Villiers-sur-Morin-77",1987
"30518","Villiers-sur-Seine-77",305
"30519","Villuis-77",263
"30520","Vimpelles-77",527
"30521","Vinantes-77",386
"30522","Vincy-Manœuvre-77",288
"30523","Voinsles-77",603
"30524","Voisenon-77",1156
"30525","Voulangis-77",1538
"30526","Voulton-77",328
"30527","Voulx-77",1720
"30528","Vulaines-les-Provins-77",66
"30529","Vulaines-sur-Seine-77",2794
"30530","Yebles-77",957
"30531","Ablis-78",3490
"30532","Acheres-78",21252
"30533","Adainville-78",713
"30534","Aigremont-78",1128
"30535","Allainville-78",305
"30536","LesAlluets-le-Roi-78",1243
"30537","Andelu-78",481
"30538","Andresy-78",13226
"30539","Arnouville-les-Mantes-78",953
"30540","Aubergenville-78",12037
"30541","Auffargis-78",2020
"30542","Auffreville-Brasseuil-78",659
"30543","Aulnay-sur-Mauldre-78",1161
"30544","Auteuil-78",988
"30545","Autouillet-78",554
"30546","Bailly-78",3751
"30547","Bazainville-78",1496
"30548","Bazemont-78",1660
"30549","Bazoches-sur-Guyonne-78",636
"30550","Behoust-78",481
"30551","Bennecourt-78",1913
"30552","Beynes-78",7763
"30553","Blaru-78",913
"30554","Boinville-en-Mantois-78",294
"30555","Boinville-le-Gaillard-78",616
"30556","Boinvilliers-78",279
"30557","Bois-d'Arcy-78",15366
"30558","Boissets-78",279
"30559","LaBoissiere-Ecole-78",824
"30560","Boissy-Mauvoisin-78",630
"30561","Boissy-sans-Avoir-78",663
"30562","Bonnelles-78",2071
"30563","Bonnieres-sur-Seine-78",4738
"30564","Bouafle-78",2205
"30565","Bougival-78",8938
"30566","Bourdonne-78",500
"30567","Breuil-Bois-Robert-78",753
"30568","Breval-78",1827
"30569","LesBreviaires-78",1303
"30570","Brueil-en-Vexin-78",708
"30571","Buc-78",6019
"30572","Buchelay-78",3133
"30573","Bullion-78",1972
"30574","Carrieres-sous-Poissy-78",16363
"30575","Carrieres-sur-Seine-78",15206
"30576","LaCelle-les-Bordes-78",869
"30577","LaCelle-Saint-Cloud-78",21237
"30578","Cernay-la-Ville-78",1608
"30579","Chambourcy-78",5748
"30580","Chanteloup-les-Vignes-78",10414
"30581","Chapet-78",1364
"30582","Chateaufort-78",1447
"30583","Chatou-78",30850
"30584","Chaufour-les-Bonnieres-78",482
"30585","Chavenay-78",1869
"30586","Chesnay-Rocquencourt-78",31947
"30587","Chevreuse-78",5783
"30588","Choisel-78",578
"30589","Civry-la-Foret-78",339
"30590","Clairefontaine-en-Yvelines-78",889
"30591","LesClayes-sous-Bois-78",17794
"30592","Coignieres-78",4365
"30593","Conde-sur-Vesgre-78",1248
"30594","Conflans-Sainte-Honorine-78",36068
"30595","Courgent-78",380
"30596","Cravent-78",428
"30597","Crespieres-78",1703
"30598","Croissy-sur-Seine-78",9933
"30599","Dammartin-en-Serve-78",1357
"30600","Dampierre-en-Yvelines-78",1045
"30601","Dannemarie-78",205
"30602","Davron-78",313
"30603","Drocourt-78",570
"30604","Ecquevilly-78",4249
"30605","Elancourt-78",25820
"30606","Emance-78",893
"30607","Epone-78",6593
"30608","LesEssarts-le-Roi-78",6825
"30609","L'Etang-la-Ville-78",4644
"30610","Evecquemont-78",802
"30611","LaFalaise-78",598
"30612","Favrieux-78",155
"30613","Feucherolles-78",3090
"30614","Flacourt-78",178
"30615","Flexanville-78",603
"30616","Flins-Neuve-Eglise-78",157
"30617","Flins-sur-Seine-78",2449
"30618","Follainville-Dennemont-78",2161
"30619","Fontenay-le-Fleury-78",13637
"30620","Fontenay-Mauvoisin-78",401
"30621","Fontenay-Saint-Pere-78",987
"30622","Freneuse-78",4397
"30623","Gaillon-sur-Montcient-78",684
"30624","Galluis-78",1235
"30625","Gambais-78",2542
"30626","Gambaiseuil-78",61
"30627","Garancieres-78",2440
"30628","Gargenville-78",7555
"30629","Gazeran-78",1315
"30630","Gommecourt-78",678
"30631","Goupillieres-78",521
"30632","Goussonville-78",635
"30633","Grandchamp-78",325
"30634","Gressey-78",558
"30635","Grosrouvre-78",948
"30636","Guernes-78",1093
"30637","Guerville-78",2200
"30638","Guitrancourt-78",630
"30639","Guyancourt-78",29761
"30640","Hardricourt-78",2412
"30641","Hargeville-78",451
"30642","LaHauteville-78",175
"30643","Herbeville-78",257
"30644","Hermeray-78",977
"30645","Houdan-78",3696
"30646","Houilles-78",32792
"30647","Issou-78",4044
"30648","Jambville-78",828
"30649","Jouars-Pontchartrain-78",5831
"30650","Jouy-en-Josas-78",8292
"30651","Jouy-Mauvoisin-78",559
"30652","Jumeauville-78",616
"30653","Juziers-78",3919
"30654","Lainville-en-Vexin-78",794
"30655","Levis-Saint-Nom-78",1647
"30656","Limay-78",17251
"30657","Limetz-Villez-78",1968
"30658","LesLoges-en-Josas-78",1659
"30659","Lommoye-78",674
"30660","Longnes-78",1498
"30661","Longvilliers-78",516
"30662","Louveciennes-78",7216
"30663","Magnanville-78",6237
"30664","Magny-les-Hameaux-78",9505
"30665","Maisons-Laffitte-78",24124
"30666","Mantes-la-Jolie-78",44423
"30667","Mantes-la-Ville-78",20654
"30668","Marcq-78",775
"30669","Mareil-le-Guyon-78",396
"30670","Mareil-Marly-78",3604
"30671","Mareil-sur-Mauldre-78",1721
"30672","Marly-le-Roi-78",16833
"30673","Maule-78",6099
"30674","Maulette-78",1006
"30675","Maurecourt-78",4379
"30676","Maurepas-78",18267
"30677","Medan-78",1401
"30678","Menerville-78",211
"30679","Mere-78",1723
"30680","Mericourt-78",415
"30681","LeMesnil-le-Roi-78",6443
"30682","LeMesnil-Saint-Denis-78",6931
"30683","LesMesnuls-78",875
"30684","Meulan-en-Yvelines-78",9081
"30685","Mezieres-sur-Seine-78",3748
"30686","Mezy-sur-Seine-78",2317
"30687","Millemont-78",270
"30688","Milon-la-Chapelle-78",298
"30689","Mittainville-78",632
"30690","Moisson-78",985
"30691","Mondreville-78",411
"30692","Montainville-78",521
"30693","Montalet-le-Bois-78",317
"30694","Montchauvet-78",298
"30695","Montesson-78",15290
"30696","Montfort-l'Amaury-78",3016
"30697","Montigny-le-Bretonneux-78",33046
"30698","Morainvilliers-78",3109
"30699","Mousseaux-sur-Seine-78",689
"30700","Mulcent-78",112
"30701","LesMureaux-78",33105
"30702","Neauphle-le-Chateau-78",3439
"30703","Neauphle-le-Vieux-78",938
"30704","Neauphlette-78",832
"30705","Nezel-78",1056
"30706","Noisy-le-Roi-78",7862
"30707","Notre-Dame-de-la-Mer-78",684
"30708","Oinville-sur-Montcient-78",1089
"30709","Orcemont-78",1030
"30710","Orgerus-78",2476
"30711","Orgeval-78",6672
"30712","Orphin-78",921
"30713","Orsonville-78",338
"30714","Orvilliers-78",933
"30715","Osmoy-78",381
"30716","Paray-Douaville-78",269
"30717","LePecq-78",16296
"30718","Perdreauville-78",651
"30719","LePerray-en-Yvelines-78",6770
"30720","Plaisir-78",31365
"30721","Poigny-la-Foret-78",960
"30722","Poissy-78",38606
"30723","Ponthevrard-78",669
"30724","Porcheville-78",3276
"30725","LePort-Marly-78",5566
"30726","Prunay-en-Yvelines-78",887
"30727","Prunay-le-Temple-78",432
"30728","LaQueue-les-Yvelines-78",2206
"30729","Raizeux-78",982
"30730","Rambouillet-78",27431
"30731","Rennemoulin-78",113
"30732","Richebourg-78",1479
"30733","Rochefort-en-Yvelines-78",954
"30734","Rolleboise-78",389
"30735","Rosay-78",377
"30736","Rosny-sur-Seine-78",6703
"30737","Sailly-78",378
"30738","Saint-Arnoult-en-Yvelines-78",6047
"30739","Saint-Cyr-l'Ecole-78",19654
"30740","Saint-Forget-78",508
"30741","Saint-Germain-de-la-Grange-78",1896
"30742","Saint-Germain-en-Laye-78",46599
"30743","Saint-Hilarion-78",958
"30744","Saint-Illiers-la-Ville-78",404
"30745","Saint-Illiers-le-Bois-78",432
"30746","Saint-Lambert-78",486
"30747","Saint-Leger-en-Yvelines-78",1417
"30748","Saint-Martin-de-Brethencourt-78",664
"30749","Saint-Martin-des-Champs-78",312
"30750","Saint-Martin-la-Garenne-78",963
"30751","Saint-Nom-la-Breteche-78",5125
"30752","Saint-Remy-l'Honore-78",1607
"30753","Saint-Remy-les-Chevreuse-78",7968
"30754","Sainte-Mesme-78",949
"30755","Sartrouville-78",52716
"30756","Saulx-Marchais-78",973
"30757","Senlisse-78",506
"30758","Septeuil-78",2367
"30759","Soindres-78",690
"30760","Sonchamp-78",1683
"30761","Tacoignieres-78",1054
"30762","LeTartre-Gaudran-78",37
"30763","LeTertre-Saint-Denis-78",126
"30764","Tessancourt-sur-Aubette-78",1047
"30765","Thiverval-Grignon-78",1048
"30766","Thoiry-78",1447
"30767","Tilly-78",536
"30768","Toussus-le-Noble-78",1207
"30769","Trappes-78",32236
"30770","LeTremblay-sur-Mauldre-78",1077
"30771","Triel-sur-Seine-78",12296
"30772","Vaux-sur-Seine-78",4995
"30773","Velizy-Villacoublay-78",22836
"30774","Verneuil-sur-Seine-78",16353
"30775","Vernouillet-78",10263
"30776","LaVerriere-78",6636
"30777","Versailles-78",87253
"30778","Vert-78",847
"30779","LeVesinet-78",16421
"30780","Vicq-78",397
"30781","Vieille-Eglise-en-Yvelines-78",686
"30782","LaVilleneuve-en-Chevrie-78",659
"30783","Villennes-sur-Seine-78",5498
"30784","Villepreux-78",11178
"30785","Villette-78",533
"30786","Villiers-le-Mahieu-78",828
"30787","Villiers-Saint-Frederic-78",3069
"30788","Viroflay-78",16747
"30789","Voisins-le-Bretonneux-78",11302
"30790","L'Absie-79",1030
"30791","Adilly-79",311
"30792","Aiffres-79",5603
"30793","Aigondigne-79",4847
"30794","Airvault-79",3338
"30795","Alloinay-79",898
"30796","Allonne-79",686
"30797","Amailloux-79",829
"30798","Amure-79",439
"30799","Ardin-79",1269
"30800","Argentonnay-79",3278
"30801","Arçais-79",618
"30802","Asnieres-en-Poitou-79",205
"30803","Assais-les-Jumeaux-79",779
"30804","Aubigne-79",202
"30805","Aubigny-79",167
"30806","Auge-79",920
"30807","Availles-Thouarsais-79",196
"30808","Avon-79",66
"30809","Azay-le-Brûle-79",2058
"30810","Azay-sur-Thouet-79",1165
"30811","Beaulieu-sous-Parthenay-79",683
"30812","Beaussais-Vitre-79",1031
"30813","Beauvoir-sur-Niort-79",1798
"30814","Beceleuf-79",779
"30815","Bessines-79",1752
"30816","Beugnon-Thireuil-79",740
"30817","Boisme-79",1218
"30818","LaBoissiere-en-Gatine-79",243
"30819","Bougon-79",183
"30820","LeBourdet-79",581
"30821","Boussais-79",465
"30822","Bressuire-79",20726
"30823","Bretignolles-79",608
"30824","Brieuil-sur-Chize-79",126
"30825","Brion-pres-Thouet-79",746
"30826","Brioux-sur-Boutonne-79",1510
"30827","Brûlain-79",779
"30828","LeBusseau-79",740
"30829","Caunay-79",183
"30830","Celles-sur-Belle-79",3963
"30831","Cerizay-79",4835
"30832","Champdeniers-79",1739
"30833","Chanteloup-79",1035
"30834","LaChapelle-Baton-79",408
"30835","LaChapelle-Bertrand-79",488
"30836","LaChapelle-Pouilloux-79",188
"30837","LaChapelle-Saint-Laurent-79",2043
"30838","Chateliers-79",484
"30839","Chatillon-sur-Thouet-79",2736
"30840","Chauray-79",7250
"30841","Chef-Boutonne-79",2627
"30842","Chenay-79",457
"30843","Cherigne-79",143
"30844","Cherveux-79",1976
"30845","Chey-79",572
"30846","Chiche-79",1737
"30847","LeChillou-79",164
"30848","Chize-79",876
"30849","Cirieres-79",968
"30850","Clave-79",366
"30851","Clesse-79",961
"30852","Clussais-la-Pommeraie-79",600
"30853","Combrand-79",1193
"30854","Coulon-79",2317
"30855","Coulonges-sur-l'Autize-79",2398
"30856","Coulonges-Thouarsais-79",436
"30857","Courlay-79",2478
"30858","Cours-79",568
"30859","Couture-d'Argenson-79",392
"30860","LaCreche-79",5918
"30861","Doux-79",230
"30862","Echire-79",3504
"30863","Ensigne-79",291
"30864","Epannes-79",888
"30865","Exireuil-79",1611
"30866","Exoudun-79",582
"30867","Faye-l'Abbesse-79",1107
"30868","Faye-sur-Ardin-79",648
