"","COM","PTOT"
"9778","LesBottereaux-27",356
"9779","Bouafles-27",670
"9780","Bouchevilliers-27",84
"9781","LeBoulay-Morin-27",794
"9782","Boulleville-27",1190
"9783","Bouquelon-27",526
"9784","Bouquetot-27",1063
"9785","Bourg-Achard-27",4017
"9786","Bourg-Beaudouin-27",711
"9787","Bournainville-Faverolles-27",485
"9788","Bourneville-Sainte-Croix-27",1338
"9789","Bourth-27",1264
"9790","Bray-27",405
"9791","Brestot-27",618
"9792","Bretagnolles-27",208
"9793","Breteuil-27",4478
"9794","Bretigny-27",138
"9795","Breuilpont-27",1245
"9796","Breux-sur-Avre-27",349
"9797","Brionne-27",4386
"9798","Broglie-27",1058
"9799","Brosville-27",650
"9800","Bueil-27",1647
"9801","Burey-27",407
"9802","Caillouet-Orgeville-27",496
"9803","Cailly-sur-Eure-27",217
"9804","Calleville-27",674
"9805","Campigny-27",1190
"9806","Canappeville-27",710
"9807","Caorches-Saint-Nicolas-27",608
"9808","Capelle-les-Grands-27",433
"9809","Cauge-27",886
"9810","Caumont-27",1071
"9811","Cauverville-en-Roumois-27",217
"9812","Cesseville-27",486
"9813","Chaignes-27",281
"9814","Chaise-Dieu-du-Theil-27",210
"9815","Chamblac-27",404
"9816","Chambois-27",1420
"9817","Chambord-27",176
"9818","Chambray-27",429
"9819","Champ-Dolent-27",64
"9820","Champenard-27",283
"9821","Champigny-la-Futelaye-27",289
"9822","LaChapelle-Bayvel-27",384
"9823","LaChapelle-du-Bois-des-Faulx-27",692
"9824","LaChapelle-Gauthier-27",416
"9825","LaChapelle-Hareng-27",110
"9826","LaChapelle-Longueville-27",3429
"9827","Charleval-27",1783
"9828","Chateau-sur-Epte-27",569
"9829","Chauvincourt-Provemont-27",373
"9830","Chavigny-Bailleul-27",609
"9831","Chennebrun-27",110
"9832","Cheronvilliers-27",506
"9833","Cierrey-27",783
"9834","Claville-27",1104
"9835","ClefValleed'Eure-27",2582
"9836","Collandres-Quincarnon-27",245
"9837","Colletot-27",208
"9838","Combon-27",826
"9839","Conches-en-Ouche-27",5069
"9840","Conde-sur-Risle-27",648
"9841","Connelles-27",192
"9842","Conteville-27",1016
"9843","Cormeilles-27",1185
"9844","LeCormier-27",407
"9845","Corneville-la-Fouquetiere-27",124
"9846","Corneville-sur-Risle-27",1389
"9847","Coudray-27",222
"9848","Coudres-27",560
"9849","Courbepine-27",737
"9850","Courcelles-sur-Seine-27",2105
"9851","Courdemanche-27",612
"9852","Courteilles-27",156
"9853","LaCouture-Boussey-27",2348
"9854","Crasville-27",128
"9855","Crestot-27",589
"9856","Criquebeuf-la-Campagne-27",327
"9857","Criquebeuf-sur-Seine-27",1484
"9858","LaCroisille-27",442
"9859","Croisy-sur-Eure-27",201
"9860","Crosville-la-Vieille-27",612
"9861","Croth-27",1378
"9862","Cuverville-27",250
"9863","LesDamps-27",1388
"9864","Dangu-27",585
"9865","Dardez-27",157
"9866","Daubeuf-la-Campagne-27",240
"9867","Daubeuf-pres-Vatteville-27",470
"9868","Douains-27",511
"9869","Doudeauville-en-Vexin-27",300
"9870","Douville-sur-Andelle-27",452
"9871","Droisy-27",448
"9872","Drucourt-27",606
"9873","Duranville-27",154
"9874","Ecaquelon-27",618
"9875","Ecardenville-la-Campagne-27",485
"9876","Ecauville-27",112
"9877","Ecouis-27",831
"9878","Ecquetot-27",388
"9879","Emalleville-27",533
"9880","Emanville-27",569
"9881","Epaignes-27",1622
"9882","Epegard-27",568
"9883","Epieds-27",360
"9884","Epreville-en-Lieuvin-27",201
"9885","Epreville-pres-le-Neubourg-27",475
"9886","Etrepagny-27",3835
"9887","Etreville-27",682
"9888","Eturqueraye-27",301
"9889","Evreux-27",47936
"9890","Ezy-sur-Eure-27",3745
"9891","Fains-27",449
"9892","Farceaux-27",352
"9893","Fatouville-Grestain-27",741
"9894","Fauville-27",360
"9895","Faverolles-la-Campagne-27",170
"9896","LeFavril-27",170
"9897","LaFerriere-sur-Risle-27",225
"9898","Ferrieres-Haut-Clocher-27",1190
"9899","Ferrieres-Saint-Hilaire-27",427
"9900","Feuguerolles-27",181
"9901","LeFidelaire-27",1037
"9902","Fiquefleur-Equainville-27",747
"9903","Flancourt-Crescy-en-Roumois-27",1508
"9904","Fleury-la-Foret-27",269
"9905","Fleury-sur-Andelle-27",1857
"9906","Flipou-27",326
"9907","Folleville-27",200
"9908","Fontaine-Bellenger-27",1172
"9909","Fontaine-l'Abbe-27",546
"9910","Fontaine-la-Louvet-27",338
"9911","Fontaine-sous-Jouy-27",883
"9912","LaForet-du-Parc-27",620
"9913","Fort-Moville-27",517
"9914","Foucrainville-27",88
"9915","Foulbec-27",669
"9916","Fouqueville-27",466
"9917","Franqueville-27",327
"9918","Frenelles-en-Vexin-27",1741
"9919","Freneuse-sur-Risle-27",359
"9920","Fresne-Cauverville-27",199
"9921","Fresney-27",352
"9922","Gadencourt-27",387
"9923","Gaillon-27",6990
"9924","Gamaches-en-Vexin-27",297
"9925","Garennes-sur-Eure-27",1964
"9926","Gasny-27",3117
"9927","Gauciel-27",838
"9928","Gaudreville-la-Riviere-27",237
"9929","Gauville-la-Campagne-27",604
"9930","Gisors-27",11842
"9931","Giverny-27",509
"9932","Giverville-27",410
"9933","Glisolles-27",879
"9934","Glos-sur-Risle-27",610
"9935","LaGoulafriere-27",169
"9936","Goupil-Othon-27",1272
"9937","Gournay-le-Guerin-27",140
"9938","GrandBourgtheroulde-27",3953
"9939","Grand-Camp-27",500
"9940","Graveron-Semerville-27",314
"9941","Gravigny-27",4047
"9942","Grosley-sur-Risle-27",528
"9943","Grossœuvre-27",1265
"9944","Guerny-27",173
"9945","Guichainville-27",2864
"9946","Guiseniers-27",476
"9947","L'Habit-27",513
"9948","Hacqueville-27",440
"9949","Harcourt-27",1082
"9950","Hardencourt-Cocherel-27",277
"9951","LaHarengere-27",606
"9952","Harquency-27",274
"9953","Hauville-27",1300
"9954","LaHaye-Aubree-27",473
"9955","LaHaye-de-Calleville-27",264
"9956","LaHaye-de-Routot-27",312
"9957","LaHaye-du-Theil-27",301
"9958","LaHaye-le-Comte-27",140
"9959","LaHaye-Malherbe-27",1417
"9960","LaHaye-Saint-Sylvestre-27",283
"9961","Hebecourt-27",615
"9962","Hecmanville-27",183
"9963","Hecourt-27",335
"9964","Hectomare-27",224
"9965","Hennezis-27",803
"9966","Herqueville-27",137
"9967","Heubecourt-Haricourt-27",469
"9968","Heudebouville-27",799
"9969","Heudicourt-27",710
"9970","Heudreville-en-Lieuvin-27",110
"9971","Heudreville-sur-Eure-27",1094
"9972","LaHeuniere-27",411
"9973","Heuqueville-27",366
"9974","LesHogues-27",666
"9975","Hondouville-27",808
"9976","Honguemare-Guenouville-27",711
"9977","L'Hosmes-27",70
"9978","Houetteville-27",211
"9979","Houlbec-Cocherel-27",1348
"9980","LaHoussaye-27",211
"9981","Houville-en-Vexin-27",238
"9982","Huest-27",818
"9983","Igoville-27",1762
"9984","Illeville-sur-Montfort-27",887
"9985","Illiers-l'Eveque-27",1012
"9986","Incarville-27",1443
"9987","Irreville-27",477
"9988","Iville-27",440
"9989","Ivry-la-Bataille-27",2724
"9990","Jouy-sur-Eure-27",599
"9991","Juignettes-27",229
"9992","Jumelles-27",334
"9993","LaLande-Saint-Leger-27",382
"9994","LeLandin-27",222
"9995","Launay-27",200
"9996","Lery-27",2066
"9997","LeLesme-27",684
"9998","Letteguives-27",209
"9999","Lieurey-27",1478
"10000","Lignerolles-27",342
"10001","Lilly-27",84
"10002","Lisors-27",350
"10003","Livet-sur-Authou-27",156
"10004","Longchamps-27",663
"10005","Lorleau-27",133
"10006","Louversey-27",550
"10007","Louviers-27",18748
"10008","Louye-27",228
"10009","Lyons-la-Foret-27",723
"10010","LaMadeleine-de-Nonancourt-27",1169
"10011","Mainneville-27",442
"10012","Malleville-sur-le-Bec-27",267
"10013","Malouy-27",161
"10014","Mandeville-27",325
"10015","Mandres-27",387
"10016","Manneville-la-Raoult-27",516
"10017","Manneville-sur-Risle-27",1556
"10018","LeManoir-27",1317
"10019","Marais-Vernier-27",507
"10020","Marbeuf-27",476
"10021","Marbois-27",1376
"10022","Marcilly-la-Campagne-27",1157
"10023","Marcilly-sur-Eure-27",1626
"10024","Martagny-27",155
"10025","Martainville-27",501
"10026","Martot-27",542
"10027","Melicourt-27",86
"10028","Menesqueville-27",474
"10029","Menilles-27",1781
"10030","Menneval-27",1565
"10031","Mercey-27",53
"10032","Merey-27",349
"10033","Mesnil-en-Ouche-27",4746
"10034","LeMesnil-Fuguet-27",177
"10035","LeMesnil-Jourdain-27",246
"10036","Mesnil-Rousset-27",93
"10037","Mesnil-Saint-Jean-27",221
"10038","Mesnil-sous-Vienne-27",111
"10039","Mesnil-sur-l'Estree-27",919
"10040","Mesnil-Verclives-27",332
"10041","Mesnils-sur-Iton-27",6380
"10042","Mezieres-en-Vexin-27",625
"10043","Miserey-27",641
"10044","Moisville-27",238
"10045","Montfort-sur-Risle-27",779
"10046","Montreuil-l'Argille-27",842
"10047","LesMontsduRoumois-27",1610
"10048","Morainville-Jouveaux-27",378
"10049","Morgny-27",674
"10050","Morsan-27",107
"10051","Mouettes-27",791
"10052","Mouflaines-27",171
"10053","Mousseaux-Neuville-27",657
"10054","Muids-27",899
"10055","Muzy-27",806
"10056","Nagel-Seez-Mesnil-27",334
"10057","NassandressurRisle-27",2442
"10058","Neaufles-Auvergny-27",430
"10059","Neaufles-Saint-Martin-27",1313
"10060","LeNeubourg-27",4419
"10061","Neuilly-27",181
"10062","LaNeuve-Grange-27",334
"10063","LaNeuve-Lyre-27",581
"10064","LaNeuville-du-Bosc-27",682
"10065","Neuville-sur-Authou-27",193
"10066","Noards-27",56
"10067","LaNoe-Poulain-27",278
"10068","Nogent-le-Sec-27",441
"10069","Nojeon-en-Vexin-27",345
"10070","Nonancourt-27",2330
"10071","Normanville-27",1170
"10072","Notre-Dame-d'Epine-27",79
"10073","Notre-Dame-de-l'Isle-27",687
"10074","Notre-Dame-du-Hamel-27",211
"10075","LeNoyer-en-Ouche-27",230
"10076","Noyers-27",261
"10077","Ormes-27",487
"10078","Pacy-sur-Eure-27",5196
"10079","Parville-27",306
"10080","Perrey-27",1252
"10081","Perriers-sur-Andelle-27",1818
"10082","Perruel-27",474
"10083","Piencourt-27",163
"10084","Pinterville-27",770
"10085","Piseux-27",732
"10086","Pîtres-27",2606
"10087","LesPlaces-27",78
"10088","Plainville-27",205
"10089","LePlanquay-27",160
"10090","Plasnes-27",727
"10091","LePlessis-Grohan-27",899
"10092","LePlessis-Hebert-27",412
"10093","LePlessis-Sainte-Opportune-27",340
"10094","Pont-Audemer-27",10390
"10095","Pont-Authou-27",623
"10096","Pont-de-l'Arche-27",4208
"10097","Pont-Saint-Pierre-27",1165
"10098","Port-Mort-27",942
"10099","Porte-de-Seine-27",214
"10100","Portes-27",277
"10101","Poses-27",1189
"10102","LaPoterie-Mathieu-27",166
"10103","LesPreaux-27",390
"10104","Pressagny-l'Orgueilleux-27",726
"10105","Prey-27",975
"10106","Puchay-27",647
"10107","Pullay-27",458
"10108","LaPyle-27",171
"10109","Quatremare-27",435
"10110","Quillebeuf-sur-Seine-27",847
"10111","Quittebeuf-27",677
"10112","Radepont-27",659
"10113","Renneville-27",197
"10114","Reuilly-27",536
"10115","Richeville-27",274
"10116","Romilly-la-Puthenaye-27",328
"10117","Romilly-sur-Andelle-27",3328
"10118","LaRoquette-27",240
"10119","Rosay-sur-Lieure-27",528
"10120","Rouge-Perriers-27",371
"10121","Rougemontiers-27",1069
"10122","Routot-27",1705
"10123","Rouvray-27",264
"10124","Rugles-27",2259
"10125","Sacquenville-27",1299
"10126","Saint-Agnan-de-Cernieres-27",165
"10127","Saint-Andre-de-l'Eure-27",4061
"10128","Saint-Antonin-de-Sommaire-27",193
"10129","Saint-Aubin-d'Ecrosville-27",718
"10130","Saint-Aubin-de-Scellon-27",345
"10131","Saint-Aubin-du-Thenney-27",377
"10132","Saint-Aubin-sur-Gaillon-27",2094
"10133","Saint-Aubin-sur-Quillebeuf-27",748
"10134","Saint-Benoît-des-Ombres-27",143
"10135","Saint-Christophe-sur-Avre-27",145
"10136","Saint-Christophe-sur-Conde-27",462
"10137","Saint-Cyr-de-Salerne-27",214
"10138","Saint-Cyr-la-Campagne-27",440
"10139","Saint-Denis-d'Augerons-27",86
"10140","Saint-Denis-des-Monts-27",212
"10141","Saint-Denis-le-Ferment-27",511
"10142","Saint-Didier-des-Bois-27",897
"10143","Saint-Elier-27",447
"10144","Saint-Eloi-de-Fourques-27",545
"10145","Saint-Etienne-du-Vauvray-27",892
"10146","Saint-Etienne-l'Allier-27",555
"10147","Saint-Etienne-sous-Bailleul-27",397
"10148","Saint-Georges-du-Vievre-27",897
"10149","Saint-Georges-Motel-27",907
"10150","Saint-Germain-de-Fresney-27",211
"10151","Saint-Germain-de-Pasquier-27",129
"10152","Saint-Germain-des-Angles-27",171
"10153","Saint-Germain-la-Campagne-27",898
"10154","Saint-Germain-sur-Avre-27",1196
"10155","Saint-Gregoire-du-Vievre-27",319
"10156","Saint-Jean-du-Thenney-27",253
"10157","Saint-Julien-de-la-Liegue-27",419
"10158","Saint-Laurent-des-Bois-27",252
"10159","Saint-Laurent-du-Tencement-27",64
"10160","Saint-Leger-de-Rotes-27",461
"10161","Saint-Leger-du-Gennetey-27",185
"10162","Saint-Luc-27",264
"10163","Saint-Maclou-27",648
"10164","Saint-Marcel-27",4582
"10165","Saint-Mards-de-Blacarville-27",842
"10166","Saint-Mards-de-Fresne-27",339
"10167","Saint-Martin-du-Tilleul-27",252
"10168","Saint-Martin-la-Campagne-27",101
"10169","Saint-Martin-Saint-Firmin-27",339
"10170","Saint-Meslin-du-Bosc-27",286
"10171","Saint-Ouen-de-Pontcheuil-27",99
"10172","Saint-Ouen-de-Thouberville-27",2412
"10173","Saint-Ouen-du-Tilleul-27",1678
"10174","Saint-Paul-de-Fourques-27",297
"10175","Saint-Philbert-sur-Boissey-27",172
"10176","Saint-Philbert-sur-Risle-27",795
"10177","Saint-Pierre-de-Bailleul-27",991
"10178","Saint-Pierre-de-Cernieres-27",233
"10179","Saint-Pierre-de-Cormeilles-27",614
"10180","Saint-Pierre-de-Salerne-27",249
"10181","Saint-Pierre-des-Fleurs-27",1610
"10182","Saint-Pierre-des-Ifs-27",278
"10183","Saint-Pierre-du-Bosguerard-27",1036
"10184","Saint-Pierre-du-Val-27",579
"10185","Saint-Pierre-du-Vauvray-27",1290
"10186","Saint-Pierre-la-Garenne-27",920
"10187","Saint-Samson-de-la-Roque-27",444
"10188","Saint-Sebastien-de-Morsent-27",5816
"10189","Saint-Simeon-27",319
"10190","Saint-Sulpice-de-Grimbouville-27",162
"10191","Saint-Sylvestre-de-Cormeilles-27",250
"10192","Saint-Symphorien-27",490
"10193","Saint-Victor-d'Epine-27",333
"10194","Saint-Victor-de-Chretienville-27",460
"10195","Saint-Victor-sur-Avre-27",58
"10196","Saint-Vigor-27",335
"10197","Saint-Vincent-des-Bois-27",337
"10198","Saint-Vincent-du-Boulay-27",384
"10199","Sainte-Colombe-la-Commanderie-27",868
"10200","Sainte-Colombe-pres-Vernon-27",321
"10201","Sainte-Genevieve-les-Gasny-27",684
"10202","Sainte-Marie-d'Attez-27",615
"10203","Sainte-Marie-de-Vatimesnil-27",276
"10204","Sainte-Marthe-27",509
"10205","Sainte-Opportune-du-Bosc-27",656
"10206","Sainte-Opportune-la-Mare-27",449
"10207","Sancourt-27",163
"10208","Sassey-27",195
"10209","Saussay-la-Campagne-27",540
"10210","LaSaussaye-27",1935
"10211","Sebecourt-27",484
"10212","Selles-27",466
"10213","Serez-27",168
"10214","Serquigny-27",1975
"10215","Surtauville-27",497
"10216","Surville-27",915
"10217","Suzay-27",354
"10218","Sylvains-Les-Moulins-27",1325
"10219","TerresdeBord-27",1516
"10220","LeTheil-Nolent-27",258
"10221","Thenouville-27",1027
"10222","Thiberville-27",1808
"10223","Thibouville-27",364
"10224","Thierville-27",375
"10225","LeThil-27",570
"10226","LesThilliers-en-Vexin-27",496
"10227","LeThuit-27",142
"10228","LeThuitdel'Oison-27",3722
"10229","Tilleul-Dame-Agnes-27",197
"10230","LeTilleul-Lambert-27",261
"10231","Tillieres-sur-Avre-27",1100
"10232","Tilly-27",591
"10233","Tocqueville-27",159
"10234","LeTorpt-27",450
"10235","Touffreville-27",359
"10236","Tournedos-Bois-Hubert-27",480
"10237","Tourneville-27",319
"10238","Tourville-la-Campagne-27",1112
"10239","Tourville-sur-Pont-Audemer-27",891
"10240","Toutainville-27",1359
"10241","Treis-Sants-en-Ouche-27",1450
"10242","LeTremblay-Omonville-27",354
"10243","LaTrinite-27",126
"10244","LaTrinite-de-Reville-27",240
"10245","LaTrinite-de-Thouberville-27",436
"10246","Triqueville-27",341
"10247","LesTroisLacs-27",1824
"10248","LeTroncq-27",174
"10249","LeTronquay-27",519
"10250","Trouville-la-Haule-27",777
"10251","LaVacherie-27",586
"10252","LeVald'Hazey-27",5562
"10253","Vald'Orger-27",1006
"10254","LeVal-David-27",723
"10255","Val-de-Reuil-27",13403
"10256","LeVal-Dore-27",965
"10257","Valailles-27",390
"10258","Valletot-27",440
"10259","Vandrimare-27",976
"10260","Vannecrocq-27",165
"10261","Vascœuil-27",355
"10262","Vatteville-27",184
"10263","LeVaudreuil-27",3784
"10264","Vaux-sur-Eure-27",275
"10265","Venon-27",413
"10266","LesVentes-27",1060
"10267","Verneuild'Avreetd'Iton-27",8239
"10268","Verneusses-27",203
"10269","Vernon-27",24464
"10270","Vesly-27",693
"10271","Vexin-sur-Epte-27",6145
"10272","Vezillon-27",245
"10273","LeVieil-Evreux-27",843
"10274","LaVieille-Lyre-27",673
"10275","Vieux-Port-27",47
"10276","Villegats-27",365
"10277","Villers-en-Vexin-27",313
"10278","Villers-sur-le-Roule-27",881
"10279","Villettes-27",172
"10280","Villez-sous-Bailleul-27",328
"10281","Villez-sur-le-Neubourg-27",288
"10282","Villiers-en-Desœuvre-27",954
"10283","Vironvay-27",348
"10284","Vitot-27",573
"10285","Voiscreville-27",125
"10286","Vraiville-27",723
"10287","Abondant-28",2423
"10288","Allainville-28",142
"10289","Allonnes-28",318
"10290","Alluyes-28",843
"10291","Amilly-28",1880
"10292","Anet-28",2817
"10293","Arcisses-28",2250
"10294","Ardelles-28",203
"10295","Ardelu-28",74
"10296","Argenvilliers-28",337
"10297","Aunay-sous-Auneau-28",1528
"10298","Aunay-sous-Crecy-28",650
"10299","Auneau-Bleury-Saint-Symphorien-28",6125
"10300","LesAutels-Villevillon-28",150
"10301","Authon-du-Perche-28",1522
"10302","Baigneaux-28",217
"10303","Bailleau-Armenonville-28",1407
"10304","Bailleau-l'Eveque-28",1182
"10305","Bailleau-le-Pin-28",1587
"10306","Barjouville-28",1769
"10307","Barmainville-28",114
"10308","Baudreville-28",252
"10309","LaBazoche-Gouet-28",1240
"10310","Bazoches-en-Dunois-28",265
"10311","Bazoches-les-Hautes-28",320
"10312","Beauche-28",282
"10313","Beaumont-les-Autels-28",504
"10314","Beauvilliers-28",337
"10315","Belhomert-Guehouville-28",831
"10316","Bercheres-les-Pierres-28",1011
"10317","Bercheres-Saint-Germain-28",867
"10318","Bercheres-sur-Vesgre-28",869
"10319","Berou-la-Mulotiere-28",340
"10320","Bethonvilliers-28",121
"10321","Beville-le-Comte-28",1696
"10322","Billancelles-28",333
"10323","Blandainville-28",278
"10324","Boissy-en-Drouais-28",224
"10325","Boissy-les-Perche-28",499
"10326","Boisville-la-Saint-Pere-28",733
"10327","Bonce-28",250
"10328","Boncourt-28",272
"10329","Bonneval-28",5051
"10330","Bouglainval-28",775
"10331","LeBoullay-les-Deux-Eglises-28",259
"10332","LeBoullay-Mivoye-28",506
"10333","LeBoullay-Thierry-28",565
"10334","LaBourdiniere-Saint-Loup-28",748
"10335","Boutigny-Prouais-28",1768
"10336","Bouville-28",597
"10337","Brechamps-28",358
"10338","Brezolles-28",1860
"10339","Briconville-28",262
"10340","Brou-28",3393
"10341","Broue-28",906
"10342","Bû-28",2035
"10343","Bullainville-28",114
"10344","Cernay-28",92
"10345","Challet-28",442
"10346","Champhol-28",3789
"10347","Champrond-en-Gatine-28",678
"10348","Champrond-en-Perchet-28",408
"10349","Champseru-28",339
"10350","LaChapelle-d'Aunainville-28",269
"10351","LaChapelle-du-Noyer-28",1208
"10352","LaChapelle-Forainvilliers-28",200
"10353","LaChapelle-Fortin-28",185
"10354","Chapelle-Guillaume-28",189
"10355","Chapelle-Royale-28",307
"10356","Charbonnieres-28",255
"10357","Charonville-28",316
"10358","Charpont-28",645
"10359","Chartainvilliers-28",728
"10360","Chartres-28",39590
"10361","Chassant-28",336
"10362","Chataincourt-28",242
"10363","Chateaudun-28",13413
"10364","Chateauneuf-en-Thymerais-28",2628
"10365","LesChatelets-28",105
"10366","LesChatelliers-Notre-Dame-28",144
"10367","Chatenay-28",240
"10368","Chaudon-28",1704
"10369","Chauffours-28",282
"10370","LaChaussee-d'Ivry-28",1206
"10371","Cherisy-28",1903
"10372","Chuisnes-28",1139
"10373","Cintray-28",431
"10374","Clevilliers-28",718
"10375","Cloyes-les-Trois-Rivieres-28",5776
"10376","Coltainville-28",919
"10377","Combres-28",564
"10378","Communenouvelled'Arrou-28",3791
"10379","Conie-Molitard-28",418
"10380","Corancez-28",377
"10381","Cormainville-28",240
"10382","LesCorvees-les-Yys-28",322
"10383","LeCoudray-28",4249
"10384","Coudray-au-Perche-28",361
"10385","Coulombs-28",1382
"10386","Courbehaye-28",136
"10387","Courville-sur-Eure-28",2913
"10388","Crecy-Couve-28",280
"10389","Croisilles-28",448
"10390","LaCroix-du-Perche-28",160
"10391","Crucey-Villages-28",464
"10392","Dambron-28",106
"10393","Dammarie-28",1535
"10394","Dampierre-sous-Brou-28",465
"10395","Dampierre-sur-Avre-28",759
"10396","Dancy-28",206
"10397","Dangeau-28",1294
"10398","Dangers-28",437
"10399","Denonville-28",777
"10400","Digny-28",1005
"10401","Donnemain-Saint-Mames-28",687
"10402","Dreux-28",31194
"10403","Droue-sur-Drouette-28",1288
"10404","Ecluzelles-28",171
"10405","Ecrosnes-28",864
"10406","Eole-en-Beauce-28",1259
"10407","Epeautrolles-28",190
"10408","Epernon-28",5659
"10409","Ermenonville-la-Grande-28",327
"10410","Ermenonville-la-Petite-28",189
"10411","Escorpain-28",250
"10412","LesEtilleux-28",223
"10413","Faverolles-28",868
"10414","Favieres-28",599
"10415","LeFavril-28",380
"10416","LaFerte-Vidame-28",679
"10417","Fessanvilliers-Mattanvilliers-28",181
"10418","Flacey-28",216
"10419","Fontaine-la-Guyon-28",1717
"10420","Fontaine-les-Ribouts-28",207
"10421","Fontaine-Simon-28",927
"10422","Fontenay-sur-Conie-28",128
"10423","Fontenay-sur-Eure-28",1075
"10424","LaFramboisiere-28",344
"10425","Francourville-28",841
"10426","Fraze-28",509
"10427","Fresnay-l'Eveque-28",747
"10428","Fresnay-le-Comte-28",320
"10429","Fresnay-le-Gilmert-28",210
"10430","Friaize-28",251
"10431","Frunce-28",401
"10432","Gallardon-28",3748
"10433","Garancieres-en-Beauce-28",228
"10434","Garancieres-en-Drouais-28",283
"10435","Garnay-28",919
"10436","Gas-28",810
"10437","Gasville-Oiseme-28",1521
"10438","LaGaudaine-28",176
"10439","LeGault-Saint-Denis-28",688
"10440","Gellainville-28",674
"10441","Germainville-28",307
"10442","Gilles-28",526
"10443","Gohory-28",321
"10444","Gommerville-28",693
"10445","Gouillons-28",345
"10446","Goussainville-28",1319
"10447","Guainville-28",668
"10448","LeGue-de-Longroi-28",962
"10449","Guilleville-28",183
"10450","Guillonville-28",461
"10451","Hanches-28",2748
"10452","Happonvilliers-28",316
"10453","Havelu-28",141
"10454","Houville-la-Branche-28",432
"10455","Houx-28",774
"10456","Illiers-Combray-28",3346
"10457","Intreville-28",148
"10458","Jallans-28",839
"10459","Janville-en-Beauce-28",2621
"10460","Jaudrais-28",424
"10461","Jouy-28",1992
"10462","Lamblore-28",329
"10463","Landelles-28",646
"10464","Laons-28",694
"10465","Lethuin-28",233
"10466","Levainville-28",400
"10467","Leves-28",5904
"10468","Levesville-la-Chenard-28",221
"10469","Logron-28",588
"10470","Loigny-la-Bataille-28",214
"10471","Lormaye-28",673
"10472","LaLoupe-28",3415
"10473","Louville-la-Chenard-28",259
"10474","Louvilliers-en-Drouais-28",201
"10475","Louvilliers-les-Perche-28",183
"10476","Luce-28",15655
"10477","Luigny-28",375
"10478","Luisant-28",6992
"10479","Lumeau-28",153
"10480","Luplante-28",391
"10481","Luray-28",1553
"10482","Magny-28",660
"10483","Maillebois-28",928
"10484","Maintenon-28",4454
"10485","Mainvilliers-28",11347
"10486","Maisons-28",386
"10487","LaManceliere-28",185
"10488","Manou-28",620
"10489","Marboue-28",1177
"10490","Marcheville-28",484
"10491","Marchezais-28",360
"10492","Marolles-les-Buis-28",213
"10493","Marville-Moutiers-Brûle-28",1008
"10494","Meauce-28",536
"10495","Mereglise-28",102
"10496","Merouville-28",222
"10497","Meslay-le-Grenet-28",361
"10498","Meslay-le-Vidame-28",535
"10499","LeMesnil-Simon-28",583
"10500","LeMesnil-Thomas-28",338
"10501","Mevoisins-28",636
"10502","Mezieres-en-Drouais-28",1094
"10503","Miermaigne-28",195
"10504","Mignieres-28",1152
"10505","Mittainvilliers-Verigny-28",811
"10506","Moinville-la-Jeulin-28",170
"10507","Moleans-28",469
"10508","Mondonville-Saint-Jean-28",89
"10509","Montboissier-28",331
"10510","Montharville-28",104
"10511","Montigny-le-Chartif-28",620
"10512","Montigny-sur-Avre-28",262
"10513","Montireau-28",144
"10514","Montlandon-28",249
"10515","Montreuil-28",513
"10516","Morainville-28",20
"10517","Morancez-28",1945
"10518","Moriers-28",228
"10519","Morvilliers-28",150
"10520","Mottereau-28",165
"10521","Moulhard-28",142
"10522","Moutiers-28",251
"10523","Neron-28",672
"10524","Neuvy-en-Beauce-28",218
"10525","Neuvy-en-Dunois-28",321
"10526","Nogent-le-Phaye-28",1508
"10527","Nogent-le-Roi-28",4098
"10528","Nogent-le-Rotrou-28",10061
"10529","Nogent-sur-Eure-28",512
"10530","Nonvilliers-Grandhoux-28",441
"10531","Nottonville-28",300
"10532","Oinville-Saint-Liphard-28",286
"10533","Oinville-sous-Auneau-28",355
"10534","Olle-28",632
"10535","Orgeres-en-Beauce-28",1043
"10536","Ormoy-28",233
"10537","Orrouer-28",303
"10538","Ouarville-28",546
"10539","Ouerre-28",750
"10540","Oulins-28",1229
"10541","Oysonville-28",537
"10542","Peronville-28",274
"10543","Pierres-28",2826
"10544","LesPinthieres-28",181
"10545","Poinville-28",154
"10546","Poisvilliers-28",450
"10547","Pontgouin-28",1422
"10548","Poupry-28",109
"10549","Prasville-28",438
"10550","Pre-Saint-Evroult-28",301
"10551","Pre-Saint-Martin-28",209
"10552","Prudemanche-28",269
"10553","Prunay-le-Gillon-28",1089
"10554","LaPuisaye-28",276
"10555","Puiseux-28",135
"10556","Reclainville-28",193
"10557","LesRessuintes-28",126
"10558","Revercourt-28",24
"10559","Rohaire-28",130
"10560","Roinville-28",568
"10561","Rouvray-Saint-Denis-28",418
"10562","Rouvres-28",852
"10563","Rueil-la-Gadeliere-28",511
"10564","Saint-Ange-et-Torçay-28",287
"10565","Saint-Arnoult-des-Bois-28",910
"10566","Saint-Aubin-des-Bois-28",1064
"10567","Saint-Avit-les-Guespieres-28",364
"10568","Saint-Bomer-28",195
"10569","Saint-Christophe-28",161
"10570","Saint-Denis-des-Puits-28",143
"10571","Saint-Denis-Lanneray-28",2273
"10572","Saint-Eliph-28",890
"10573","Saint-Eman-28",109
"10574","Saint-Georges-sur-Eure-28",2876
"10575","Saint-Germain-le-Gaillard-28",361
